Room,Area,Floor,Prices,Address,Longitude,Latitude
2 otaqlı,60 m²,7,128 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
2 otaqlı,58 m²,20,117 999,Nəsimi m. Baku,49.83251000000007,40.39419000000004
2 otaqlı,100 m²,4,139 000,Əhmədli m. Baku,49.941790000000026,40.38512000000003
2 otaqlı,52 m²,1,109 900,Nəsimi m. Baku,49.83251000000007,40.39419000000004
2 otaqlı,95 m²,10,161 900,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
2 otaqlı,54 m²,6,140 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,142 m²,11,219 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,146 m²,8,295 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,68 m²,13,125 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,65 m²,4,120 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,75 m²,3,115 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,135 m²,3,260 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,186.2 m²,5,490 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
5 otaqlı,260 m²,10,430 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
1 otaqlı,67.1 m²,13,167 750,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
4 otaqlı,194.9 m²,7,409 290,28 May m. Baku,49.943378301649275,40.47126854785195
1 otaqlı,48.9 m²,14,78 793,Yasamal r. Baku,49.80747000000008,40.381530000000055
2 otaqlı,97.5 m²,17,238 948,Bakı Baku,49.87222000000003,40.410660000000064
3 otaqlı,132 m²,4,227 900,9-cu mikrorayon q. Baku,49.87222000000003,40.410660000000064
3 otaqlı,180 m²,5,690 000,Yasamal r. Baku,49.80747000000008,40.381530000000055
2 otaqlı,110 m²,10,188 999,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,138 m²,2,270 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,140 m²,17,246 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,71 m²,2,157 000,Gənclik m. Baku,49.970096459341576,40.40867649330784
3 otaqlı,115 m²,8,146 900,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,106 m²,5,147 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,95 m²,15,158 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
2 otaqlı,60 m²,10,110 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
3 otaqlı,70 m²,6,156 000,Yasamal r. Baku,49.80747000000008,40.381530000000055
2 otaqlı,75 m²,9,142 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
2 otaqlı,78 m²,11,150 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
3 otaqlı,140 m²,5,246 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
4 otaqlı,211 m²,1,485 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,55 m²,13,105 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
3 otaqlı,125 m²,14,272 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,70 m²,11,135 000,Xalqlar Dostluğu m. Baku,49.95319000000006,40.39686000000006
3 otaqlı,110 m²,9,216 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,140 m²,5,250 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
3 otaqlı,130 m²,8,315 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,85 m²,5,154 900,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,75 m²,4,174 000,İçəri Şəhər m. Baku,49.83229000000006,40.36555000000004
3 otaqlı,110 m²,16,179 999,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
2 otaqlı,80 m²,4,134 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,130 m²,5,280 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
2 otaqlı,45 m²,4,115 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
3 otaqlı,127 m²,17,215 900,Nərimanov r. Baku,49.87222000000003,40.410660000000064
4 otaqlı,194.5 m²,11,427 900,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,77.7 m²,7,118 881,Yasamal r. Baku,49.80747000000008,40.381530000000055
2 otaqlı,97.6 m²,4,214 720,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,148.9 m²,6,327 580,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,80 m²,12,165 900,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,130 m²,3,215 000,Nizami r. Baku,49.92813000000007,40.40331000000003
3 otaqlı,95 m²,15,198 999,Nizami m. Baku,49.92813000000007,40.40331000000003
3 otaqlı,97 m²,10,170 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,55 m²,13,155 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,107 m²,4,185 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,68 m²,8,169 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,60 m²,4,130 000,Nizami m. Baku,49.92813000000007,40.40331000000003
2 otaqlı,55 m²,15,110 000,Xətai r. Baku,49.94309000000004,40.36336000000006
3 otaqlı,57 m²,4,124 999,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,85 m²,5,143 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
4 otaqlı,100 m²,2,168 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,144 m²,8,260 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,70 m²,8,140 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
3 otaqlı,100 m²,13,350 000,Sahil m. Baku,49.570710000000076,40.222380000000044
3 otaqlı,120 m²,4,155 000,Yeni Yasamal q. Baku,49.79300000000006,40.395020000000045
2 otaqlı,85 m²,11,125 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
4 otaqlı,186 m²,11,350 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,90 m²,12,145 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,90 m²,9,120 000,Xırdalan Baku,49.755250000000046,40.46255000000008
3 otaqlı,127 m²,8,275 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,119 m²,17,98 770,Nizami r. Baku,49.92813000000007,40.40331000000003
2 otaqlı,63.5 m²,18,142 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
4 otaqlı,210 m²,2,755 000,Səbail r. Baku,49.81532000000004,40.332550000000026
4 otaqlı,166.5 m²,11,320 000,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
3 otaqlı,113.8 m²,8,290 190,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,100 m²,5,158 000,Nizami r. Baku,49.92813000000007,40.40331000000003
5 otaqlı,125 m²,2,185 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
4 otaqlı,240 m²,7,324 000,Pirşağı q. Baku,49.89033913473999,40.56389542733808
3 otaqlı,123.6 m²,2,210 069,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,87.5 m²,17,148 665,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
1 otaqlı,61.9 m²,4,151 679,Bakı Baku,49.87222000000003,40.410660000000064
2 otaqlı,52 m²,12,110 000,Həzi Aslanov q. Baku,49.932322777729446,40.37142935945017
3 otaqlı,90 m²,5,155 000,Səbail r. Baku,49.81532000000004,40.332550000000026
2 otaqlı,60 m²,2,72 500,Masazır q. Baku,49.87222000000003,40.410660000000064
2 otaqlı,62 m²,17,104 500,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,98 m²,2,199 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
2 otaqlı,55 m²,6,155 000,İçəri Şəhər m. Baku,49.83229000000006,40.36555000000004
2 otaqlı,96 m²,12,195 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
4 otaqlı,137 m²,6,282 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
3 otaqlı,125 m²,9,272 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,100 m²,8,197 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
4 otaqlı,170 m²,12,340 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
2 otaqlı,56 m²,15,155 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,160 m²,11,340 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,85 m²,5,187 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
4 otaqlı,100 m²,6,178 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
4 otaqlı,236 m²,8,310 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,165 m²,8,330 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,121 m²,8,205 000,Nəsimi m. Baku,49.83251000000007,40.39419000000004
4 otaqlı,182 m²,8,308 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,65 m²,11,165 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
1 otaqlı,46 m²,13,86 000,Bayıl q. Baku,49.87222000000003,40.410660000000064
3 otaqlı,85 m²,15,154 000,Səbail r. Baku,49.81532000000004,40.332550000000026
4 otaqlı,130 m²,17,235 000,Binəqədi r. Baku,49.82806000000005,40.46623000000005
3 otaqlı,90 m²,2,145 000,Gənclik m. Baku,49.970096459341576,40.40867649330784
3 otaqlı,115 m²,1,198 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
5 otaqlı,140 m²,2,159 000,8-ci mikrorayon q. Baku,49.83903000000004,40.41712000000007
3 otaqlı,143 m²,6,262 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
3 otaqlı,90 m²,8,179 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,146.3 m²,5,197 464,Bakı Baku,49.87222000000003,40.410660000000064
2 otaqlı,79.7 m²,3,135 405,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
5 otaqlı,351 m²,2,702 351,Bakı Baku,49.87222000000003,40.410660000000064
1 otaqlı,50.8 m²,7,73 660,Bakı Baku,49.87222000000003,40.410660000000064
4 otaqlı,220 m²,2,365 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
4 otaqlı,207 m²,2,430 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,55 m²,4,94 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
3 otaqlı,125 m²,8,230 000,8-ci mikrorayon q. Baku,49.83903000000004,40.41712000000007
3 otaqlı,137 m²,16,265 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,117 m²,12,220 000,Nəsimi m. Baku,49.83251000000007,40.39419000000004
2 otaqlı,30 m²,2,55 800,İçəri Şəhər m. Baku,49.83229000000006,40.36555000000004
3 otaqlı,138 m²,6,288 000,Nizami m. Baku,49.92813000000007,40.40331000000003
5 otaqlı,240 m²,8,280 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
4 otaqlı,151 m²,6,240 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,136.8 m²,5,171 000,Nəsimi m. Baku,49.83251000000007,40.39419000000004
3 otaqlı,90 m²,13,155 000,Bayıl q. Baku,49.87222000000003,40.410660000000064
3 otaqlı,65 m²,12,103 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
2 otaqlı,69 m²,6,138 500,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,161 m²,4,275 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,85 m²,4,120 000,Nəsimi m. Baku,49.83251000000007,40.39419000000004
3 otaqlı,90 m²,15,132 000,Xırdalan Baku,49.755250000000046,40.46255000000008
3 otaqlı,88 m²,15,155 000,Bayıl q. Baku,49.87222000000003,40.410660000000064
3 otaqlı,110 m²,9,175 000,Nəsimi m. Baku,49.83251000000007,40.39419000000004
3 otaqlı,106 m²,11,147 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
2 otaqlı,90 m²,6,165 000,Bakıxanov q. Baku,49.95330000000007,40.43198000000007
3 otaqlı,100 m²,8,150 000,Əhmədli m. Baku,49.941790000000026,40.38512000000003
3 otaqlı,86 m²,17,208 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,140 m²,14,280 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
3 otaqlı,94 m²,1,207 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,60.5 m²,14,133 100,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,130.5 m²,9,260 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,171 m²,5,315 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
1 otaqlı,52.3 m²,11,75 835,Bakı Baku,49.87222000000003,40.410660000000064
1 otaqlı,63.5 m²,12,165 100,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,87.5 m²,5,148 665,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
4 otaqlı,154.5 m²,4,339 900,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,128 m²,4,297 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
3 otaqlı,80 m²,5,115 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,135.3 m²,12,250 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,67 m²,2,163 900,Nəsimi m. Baku,49.83251000000007,40.39419000000004
4 otaqlı,188 m²,3,350 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,65 m²,15,115 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,157 m²,10,615 000,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
2 otaqlı,50 m²,5,97 900,Nəsimi m. Baku,49.83251000000007,40.39419000000004
5 otaqlı,312 m²,3,387 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,38 m²,12,34 500,Masazır q. Baku,49.87222000000003,40.410660000000064
3 otaqlı,137 m²,9,245 999,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,65 m²,4,135 500,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
4 otaqlı,212 m²,5,430 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,68 m²,1,140 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
2 otaqlı,86 m²,22,220 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,130.2 m²,4,182 000,Xalqlar Dostluğu m. Baku,49.95319000000006,40.39686000000006
3 otaqlı,165 m²,11,280 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,85 m²,3,132 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,94 m²,5,242 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
3 otaqlı,125 m²,3,155 000,Xətai r. Baku,49.94309000000004,40.36336000000006
2 otaqlı,110 m²,3,207 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
3 otaqlı,80 m²,4,110 500,Xətai r. Baku,49.94309000000004,40.36336000000006
4 otaqlı,175 m²,11,265 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,101 m²,4,142 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,62 m²,2,138 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
2 otaqlı,85.8 m²,6,128 700,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
2 otaqlı,72 m²,4,124 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,90 m²,8,102 000,Yeni Günəşli q. Baku,49.9788350006467,40.38465000241281
5 otaqlı,255 m²,15,561 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
5 otaqlı,351 m²,2,702 351,Bakı Baku,49.87222000000003,40.410660000000064
4 otaqlı,194.9 m²,7,409 290,28 May m. Baku,49.943378301649275,40.47126854785195
2 otaqlı,57.1 m²,7,117 096,Gənclik m. Baku,49.970096459341576,40.40867649330784
2 otaqlı,71 m²,2,122 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,85 m²,7,167 999,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
4 otaqlı,120 m²,9,125 000,Əhmədli m. Baku,49.941790000000026,40.38512000000003
2 otaqlı,70 m²,3,134 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
1 otaqlı,58 m²,11,140 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,128 m²,4,215 000,28 May m. Baku,49.943378301649275,40.47126854785195
4 otaqlı,210 m²,4,490 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,161 m²,4,298 500,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
3 otaqlı,114 m²,6,168 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
4 otaqlı,210 m²,17,330 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,75 m²,12,89 000,Xırdalan Baku,49.755250000000046,40.46255000000008
4 otaqlı,230 m²,5,700 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,210 m²,3,560 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,95 m²,5,92 000,Xırdalan Baku,49.755250000000046,40.46255000000008
2 otaqlı,70 m²,7,170 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,160 m²,11,420 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,57 m²,6,134 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,88 m²,4,174 999,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,57 m²,5,135 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
4 otaqlı,127 m²,9,23 500,Neftçilər m. Baku,49.97309000230074,40.39667499502967
4 otaqlı,128 m²,15,310 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,96 m²,4,225 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,106 m²,14,147 000,Həzi Aslanov q. Baku,49.932322777729446,40.37142935945017
3 otaqlı,90 m²,8,145 000,Gənclik m. Baku,49.970096459341576,40.40867649330784
3 otaqlı,84 m²,3,80 000,Abşeron r. Baku,49.839540000000056,40.38036000000005
4 otaqlı,110 m²,9,169 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,70 m²,15,169 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,75 m²,5,55 000,Masazır q. Baku,49.87222000000003,40.410660000000064
5 otaqlı,351 m²,16,702 351,Bakı Baku,49.87222000000003,40.410660000000064
1 otaqlı,54.5 m²,5,119 900,Nəsimi r. Baku,49.83251000000007,40.39419000000004
1 otaqlı,52.3 m²,3,75 835,Bakı Baku,49.87222000000003,40.410660000000064
2 otaqlı,102.5 m²,8,210 043,Gənclik m. Baku,49.970096459341576,40.40867649330784
1 otaqlı,30 m²,2,73 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,115 m²,8,235 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
2 otaqlı,60 m²,19,134 900,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,80 m²,8,99 000,Xırdalan Baku,49.755250000000046,40.46255000000008
2 otaqlı,60 m²,13,40 000,Bibi Heybət q. Baku,49.821510752106505,40.32122552822544
2 otaqlı,50 m²,6,154 000,İçəri Şəhər m. Baku,49.83229000000006,40.36555000000004
2 otaqlı,65 m²,8,84 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
2 otaqlı,94 m²,10,215 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,144 m²,4,320 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
2 otaqlı,74 m²,11,92 500,Sumqayıt Baku,49.79935307347922,40.41757425239314
2 otaqlı,101 m²,2,140 000,Nizami m. Baku,49.92813000000007,40.40331000000003
2 otaqlı,61 m²,15,67 000,Xırdalan Baku,49.755250000000046,40.46255000000008
3 otaqlı,126 m²,4,203 000,Nəsimi m. Baku,49.83251000000007,40.39419000000004
4 otaqlı,186 m²,9,370 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,85 m²,9,170 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,130 m²,2,252 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
4 otaqlı,165 m²,1,429 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,200 m²,13,775 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,75 m²,12,115 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,58 m²,11,118 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
4 otaqlı,212 m²,17,440 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,155 m²,7,195 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,85 m²,9,178 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,123 m²,4,275 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,74.2 m²,2,103 880,Bakıxanov q. Baku,49.95330000000007,40.43198000000007
3 otaqlı,126 m²,14,295 000,Səbail r. Baku,49.81532000000004,40.332550000000026
3 otaqlı,115 m²,7,146 900,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
2 otaqlı,70.8 m²,7,83 579,Bakıxanov q. Baku,49.95330000000007,40.43198000000007
2 otaqlı,97.4 m²,7,165 495,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
1 otaqlı,61.9 m²,14,284 121,Sea Breeze  Baku,50.062200000000075,40.590550000000064
2 otaqlı,86.4 m²,1,224 640,Nərimanov r. Baku,49.87222000000003,40.410660000000064
4 otaqlı,148.9 m²,14,327 580,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,60 m²,10,108 000,Əhmədli q. Baku,49.941790000000026,40.38512000000003
4 otaqlı,180 m²,4,420 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,120 m²,6,240 000,Sahil m. Baku,49.570710000000076,40.222380000000044
3 otaqlı,90 m²,18,175 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,207 m²,16,430 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,180 m²,4,405 000,Səbail r. Baku,49.81532000000004,40.332550000000026
2 otaqlı,45 m²,4,105 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,90 m²,5,157 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,131 m²,5,164 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,75 m²,4,190 000,İçəri Şəhər m. Baku,49.83229000000006,40.36555000000004
4 otaqlı,221 m²,8,615 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
1 otaqlı,35 m²,10,75 000,Yasamal r. Baku,49.80747000000008,40.381530000000055
4 otaqlı,242 m²,5,1 030 000,Sahil m. Baku,49.570710000000076,40.222380000000044
3 otaqlı,144 m²,3,340 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,105 m²,6,125 000,Nizami r. Baku,49.92813000000007,40.40331000000003
3 otaqlı,85 m²,8,155 000,Səbail r. Baku,49.81532000000004,40.332550000000026
3 otaqlı,90 m²,9,152 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
2 otaqlı,80 m²,5,188 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
3 otaqlı,76 m²,2,116 000,Xətai r. Baku,49.94309000000004,40.36336000000006
2 otaqlı,96 m²,12,134 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
4 otaqlı,80 m²,8,110 000,Sumqayıt Baku,49.79935307347922,40.41757425239314
3 otaqlı,78 m²,5,55 000,Badamdar q. Baku,49.81039673924087,40.35619015479255
4 otaqlı,150 m²,14,240 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,165 m²,5,300 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,90 m²,11,124 500,Xalqlar Dostluğu m. Baku,49.95319000000006,40.39686000000006
3 otaqlı,175 m²,2,395 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,143.4 m²,16,244 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,77.7 m²,14,124 320,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
4 otaqlı,194.5 m²,7,427 900,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,73.4 m²,17,212 126,Sea Breeze  Baku,50.062200000000075,40.590550000000064
7 otaqlı,745 m²,4,3 059 715,Sea Breeze  Baku,50.062200000000075,40.590550000000064
1 otaqlı,46.4 m²,16,75 880,Yasamal r. Baku,49.80747000000008,40.381530000000055
3 otaqlı,145 m²,4,295 000,28 May m. Baku,49.943378301649275,40.47126854785195
4 otaqlı,202 m²,12,394 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,90 m²,2,144 999,Əhmədli m. Baku,49.941790000000026,40.38512000000003
3 otaqlı,80 m²,11,115 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,50 m²,16,72 500,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
4 otaqlı,177 m²,4,566 000,Bayıl q. Baku,49.87222000000003,40.410660000000064
5 otaqlı,222.6 m²,3,434 000,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
2 otaqlı,57 m²,12,128 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
4 otaqlı,168 m²,9,450 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
2 otaqlı,65 m²,14,83 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
4 otaqlı,145 m²,10,300 000,Nizami m. Baku,49.92813000000007,40.40331000000003
3 otaqlı,172 m²,20,355 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,70 m²,15,127 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,125 m²,7,168 000,Xətai r. Baku,49.94309000000004,40.36336000000006
